"PID","Status","Progress","Duration..in.seconds.","Finished","consent","zs_class_1","zs_class_2","zs_class_3","SDO_1","SDO_2","SDO_3","SDO_4","SDO_5","SDO_6","SDO_7","SDO_8","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5","zsm_6","zsm_7","check_1","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","lnktfate","support","impact_groups_1","impact_groups_2","impact_groups_DO_1","impact_groups_DO_2","ideo_1","ideo_2","ideo_3","ideo_4","ideo_5","ideo_DO_1","ideo_DO_2","ideo_DO_3","ideo_DO_4","ideo_DO_5","vote_2024_6_TEXT","age","gender_.99_TEXT","race_8_TEXT","class_7_TEXT","feedback","policy","FL_57_DO_FL_58","FL_57_DO_FL_59","FL_57_DO_FL_60","FL_57_DO_FL_61","FL_57_DO_FL_62","FL_57_DO_FL_63","FL_64_DO_FL_65","FL_64_DO_FL_74","FL_65_DO_Zero.sum.class","FL_65_DO_SDO","FL_65_DO_Zero.summindset","FL_65_DO_ClassSolidarity","FL_65_DO_LinkedFate","Zero.sum.class_DO_zs_class_1","Zero.sum.class_DO_intro","Zero.sum.class_DO_zs_class_3","Zero.sum.class_DO_zs_class_2","SDO_DO_intro","SDO_DO_SDO_1","SDO_DO_SDO_2","SDO_DO_SDO_3","SDO_DO_SDO_4","SDO_DO_SDO_5","SDO_DO_SDO_6","SDO_DO_SDO_7","SDO_DO_SDO_8","Zero.summindset_DO_intro","Zero.summindset_DO_zsm_4","Zero.summindset_DO_zsm_1","Zero.summindset_DO_zsm_5","Zero.summindset_DO_zsm_6","Zero.summindset_DO_check_1","Zero.summindset_DO_zsm_7","Zero.summindset_DO_zsm_2","Zero.summindset_DO_zsm_3","ClassSolidarity_DO_soli_6","ClassSolidarity_DO_intro","ClassSolidarity_DO_soli_4","ClassSolidarity_DO_soli_2","ClassSolidarity_DO_soli_5","ClassSolidarity_DO_soli_1","ClassSolidarity_DO_soli_3","Support.impact_DO_support","Support.impact_DO_impact_groups","party_id","vote_2020","vote_2024","gender","class","race_1","race_2","race_3","race_4","race_5","race_6","race_7","race_8","income","edu"
"IT733nz","0","100","169","1","1","7","7","1","1","1","7","7","1","1","7","7","1","1","1","1","2","1","7","5","7","7","7","7","7","7","7","7","3","0","1","2","1","7","7","1","7","5","1","2","4","3","","27","","","","","housing","","","","1","","","1","2","2","1","5","4","3","2","1","4","3","1","3","8","6","9","7","4","2","5","1","8","2","9","4","3","7","5","6","7","1","2","6","4","5","3","2","1","Democrat","Joe Biden","Joe Biden","woman","Lower Class","White","","","","","","","","$20,001-$40,000","GED"
"VD400kn","0","100","182","1","1","7","7","1","2","1","6","6","4","2","6","6","3","4","3","5","5","4","5","5","7","7","7","7","7","7","3","7","2","0","1","2","2","6","6","1","6","5","3","4","2","1","","34","","","","","minwage","1","","","","","","2","1","2","3","5","4","1","2","1","3","4","1","4","9","6","7","3","5","8","2","1","7","3","8","6","9","2","5","4","3","1","2","4","7","6","5","2","1","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","White","","","","","","","","$160,001-$180,000","MA"
"YN046ip","0","100","236","1","1","6","3","3","1","1","7","6","1","1","7","7","2","3","2","3","7","2","6","5","6","7","6","7","7","7","7","7","3","0","2","1","1","5","5","6","6","4","2","5","1","3","","18","","","","","minwage","1","","","","","","2","1","2","1","4","3","5","2","1","4","3","1","4","2","5","7","8","3","6","9","1","8","3","6","9","5","7","2","4","6","1","4","3","7","2","5","1","2","Democrat","I did not vote","Jill Stein","man","Middle Class","White","","","","","","","","$160,001-$180,000","noHS"
"JB306xy","0","100","207","1","1","6","6","2","1","1","7","7","1","1","7","7","3","3","2","3","5","3","5","5","5","6","5","6","6","6","5","7","3","-1","2","1","1","6","6","1","6","5","4","2","1","3","","52","","","","","minwage","1","","","","","","2","1","3","1","4","2","5","4","1","3","2","1","4","3","2","8","5","6","7","9","1","6","4","3","2","8","5","7","9","6","1","2","3","4","5","7","1","2","Democrat","Joe Biden","Joe Biden","woman","Lower Middle Class","White","","","","","","","","$60,001-$80,000","4yearColl"
"IE058gd","0","100","158","1","1","6","5","4","4","6","4","5","5","6","6","4","6","5","5","4","6","4","4","5","4","6","5","5","6","6","5","6","2","2","2","1","4","6","7","6","3","3","2","5","4","1","","52","","","","none","health","","","","","1","","2","1","1","5","3","2","4","2","1","3","4","1","6","2","8","3","7","4","5","9","1","3","4","8","7","5","6","2","9","7","1","6","3","4","5","2","1","2","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"KI365sw","0","100","246","1","1","4","4","4","5","4","7","5","2","1","6","7","6","6","4","5","2","6","2","5","6","6","5","6","6","6","4","5","3","0","2","1","4","4","","4","","3","4","2","1","5","","22","","","","","debt","","1","","","","","1","2","4","2","3","1","5","2","1","3","4","1","5","4","7","2","6","9","3","8","1","8","9","5","7","4","3","6","2","4","1","3","6","5","2","7","1","2","Democrat","Donald Trump","I will not vote","man","Lower Class","White","Hispanic, Latino, or Spanish origin","","","","","","","$0-$20,000","GED"
"AK098gw","0","100","180","1","1","6","4","2","3","1","7","7","3","2","6","6","3","5","3","5","3","4","4","5","6","6","6","6","7","7","6","6","2","0","2","1","1","5","4","5","4","3","1","2","4","5","Not sure yet","36","","","","","housing","","","","1","","","2","1","3","5","4","1","2","3","1","2","4","1","3","7","9","5","2","8","6","4","1","4","9","3","6","2","5","7","8","3","1","2","6","5","4","7","1","2","Democrat","Joe Biden","Other","woman","Middle Class","White","","","","","","","","$100,001-$120,000","4yearColl"
"SM116cq","0","100","217","1","1","4","4","1","1","1","7","7","1","1","7","7","1","1","1","1","7","1","7","5","4","7","4","4","7","1","7","7","3","3","2","1","","","","","","5","2","4","3","1","","51","","","","","minwage","1","","","","","","1","2","5","3","2","4","1","4","1","2","3","1","2","8","3","7","9","4","5","6","1","9","3","7","6","2","5","4","8","2","1","3","7","6","4","5","2","1","Republican","Donald Trump","I will not vote","woman","Lower Class","White","","","","","","","","$40,001-$60,000","GED"
"QF554fa","0","100","188","1","1","5","4","3","2","1","7","4","4","2","5","5","2","4","2","5","4","3","4","5","4","6","6","6","6","6","6","6","1","-2","1","2","4","3","6","3","","5","2","4","1","3","","25","","","","","housing","","","","1","","","1","2","4","5","3","1","2","2","1","4","3","1","2","3","8","9","5","6","4","7","1","5","8","3","2","6","4","9","7","5","1","2","7","3","6","4","2","1","Democrat","Joe Biden","Donald Trump","man","Middle Class","","","","Asian","","","","","$80,001-$100,000","4yearColl"
"PG671oc","0","100","242","1","1","5","5","5","1","1","7","7","1","1","6","7","2","2","3","4","6","2","6","5","6","6","6","6","6","7","6","7","3","0","1","2","1","4","4","4","5","4","2","5","1","3","not sure, not informed enough yet","29","","","","","health","","","","","1","","2","1","1","3","5","2","4","3","1","4","2","1","9","3","2","5","4","7","6","8","1","9","6","3","7","2","4","8","5","7","1","2","4","3","5","6","1","2","Independent","I did not vote","Other","woman","Middle Class","White","","","","","","","","$100,001-$120,000","MA"
"GC696tv","0","100","151","1","1","4","4","4","2","1","7","7","1","1","7","7","4","3","3","4","5","3","6","5","6","6","6","5","7","7","6","7","2","0","2","1","1","5","4","4","5","1","3","5","4","2","","31","","","","","housing","","","","1","","","2","1","2","4","3","1","5","4","1","3","2","1","2","7","8","5","3","4","9","6","1","9","8","2","5","4","3","7","6","6","1","4","2","5","7","3","2","1","Independent","Joe Biden","Jill Stein","woman","Working Class","","","","Asian","","","","","$80,001-$100,000","4yearColl"
"FD941tz","0","100","245","1","1","4","4","4","6","5","6","6","6","5","5","5","4","5","5","4","4","5","6","5","7","7","7","6","7","7","7","4","2","1","1","2","7","1","1","4","1","2","1","4","5","3","","46","","","","","climate","","","1","","","","1","2","4","1","2","3","5","2","1","4","3","1","5","2","7","3","9","8","4","6","1","5","3","7","9","6","2","4","8","3","1","6","5","2","4","7","1","2","Republican","Donald Trump","Donald Trump","woman","Working Class","White","","","Asian","","","","","$40,001-$60,000","GED"
"BS182eh","0","100","231","1","1","6","2","2","5","5","6","5","6","3","5","6","6","6","5","5","2","6","3","5","6","5","6","5","6","5","6","3","-1","2","2","1","2","3","2","2","4","3","1","2","5","4","","34","","","","","health","","","","","1","","1","2","2","3","5","1","4","2","1","3","4","1","2","6","3","7","8","5","9","4","1","6","2","5","3","8","9","4","7","4","1","6","7","5","2","3","2","1","Democrat","Joe Biden","Joe Biden","man","Middle Class","","","Black or African American","","","","","","$80,001-$100,000","MA"
"TU947gr","0","100","230","1","1","7","7","1","1","1","7","7","1","1","7","7","5","5","3","5","3","5","3","5","6","5","5","4","7","5","7","6","1","-1","2","1","4","4","4","","4","5","1","4","3","2","not sure yet","51","","","","thank you","climate","","","1","","","","1","2","1","3","5","2","4","3","1","4","2","1","5","6","2","8","3","9","4","7","1","7","3","8","4","2","5","6","9","7","1","6","2","4","3","5","1","2","Independent","Joe Biden","Other","man","Middle Class","White","","","","","","","","$40,001-$60,000","MA"
"NE501ai","0","100","246","1","1","2","2","6","1","1","7","7","5","6","2","3","1","2","2","2","6","1","6","5","5","4","5","4","4","4","5","1","-2","-1","2","1","7","2","1","5","3","5","2","4","3","1","","52","","","","","debt","","1","","","","","2","1","4","3","2","5","1","3","1","4","2","1","9","8","5","4","3","7","6","2","1","9","5","2","3","8","7","6","4","5","1","7","3","6","2","4","2","1","Republican","Donald Trump","Donald Trump","woman","Upper Middle Class","White","","","","","","","","$120,001-$140,000","4yearColl"
"ZU375hj","0","100","223","1","1","3","4","5","1","1","7","7","1","1","7","7","2","2","4","3","7","2","7","5","4","7","5","6","6","7","7","7","3","1","2","1","1","6","6","2","6","5","4","1","3","2","","35","","","","","debt","","1","","","","","2","1","3","2","1","4","5","3","1","4","2","1","9","7","8","3","6","2","4","5","1","8","6","7","9","4","3","2","5","6","1","5","7","4","3","2","1","2","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","White","","","","","","","","$140,001-$160,000","4yearColl"
"XH336jk","0","100","225","1","1","6","6","6","2","2","6","2","2","2","2","6","6","5","3","3","3","3","6","5","6","6","6","7","6","6","6","6","1","1","1","2","6","1","5","4","2","4","1","5","3","2","","25","","","","","climate","","","1","","","","2","1","3","4","1","2","5","4","1","2","3","1","7","4","3","5","8","9","6","2","1","4","8","2","5","7","9","6","3","4","1","7","2","5","6","3","1","2","Democrat","Donald Trump","Joe Biden","man","Middle Class","White","","","","","","","","$80,001-$100,000","MA"
"IT987ko","0","100","271","1","1","4","4","4","1","1","7","7","1","1","7","7","1","1","1","4","4","4","7","5","7","7","7","7","7","7","7","7","3","0","1","2","7","1","1","1","1","5","1","3","4","2","","56","","","","No comments.","climate","","","1","","","","2","1","5","4","3","1","2","2","1","4","3","1","7","2","9","3","6","4","5","8","1","8","6","4","5","2","7","9","3","7","1","5","6","3","4","2","1","2","Republican","Donald Trump","Donald Trump","woman","Lower Middle Class","White","","","","","","","","$40,001-$60,000","GED"
"QO230ji","0","100","199","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","5","5","5","5","5","5","4","4","0","0","1","2","7","5","4","4","4","4","5","3","1","2","","26","","","","","debt","","1","","","","","1","2","1","3","2","5","4","4","1","3","2","1","7","8","2","5","9","4","6","3","1","9","4","5","3","2","8","6","7","4","1","5","3","6","7","2","1","2","Democrat","Joe Biden","Joe Biden","man","Lower Middle Class","White","","","","","","","","$80,001-$100,000","MA"
"XX999bi","0","100","219","1","1","5","3","2","2","3","6","7","2","2","6","7","2","2","2","2","5","2","7","5","6","7","6","7","5","6","6","6","3","-2","2","1","2","2","4","2","3","2","4","3","1","5","","30","","","","","minwage","1","","","","","","2","1","3","2","4","5","1","3","1","2","4","1","4","5","6","3","2","9","7","8","1","6","9","4","5","7","3","8","2","3","1","7","2","6","5","4","2","1","Independent","Donald Trump","Joe Biden","man","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"FN574rr","0","100","163","1","1","5","5","3","1","1","7","7","4","4","7","7","1","1","1","4","4","1","7","7","7","7","7","7","7","7","7","7","3","3","1","2","2","7","4","7","7","4","5","1","3","2","","40","","","","","health","","","","","1","","1","2","1","3","2","5","4","2","1","3","4","1","9","8","7","4","2","5","6","3","1","3","8","2","4","7","6","5","9","7","1","4","2","6","5","3","1","2","Democrat","Joe Biden","Joe Biden","man","Upper Middle Class","White","","","Asian","","","","","$140,001-$160,000","MA"
"TK938jz","0","100","263","1","1","6","6","3","2","1","7","7","3","1","6","7","1","2","2","5","6","1","6","5","6","7","6","7","7","7","6","6","2","0","2","1","2","3","2","4","5","1","3","4","5","2","","33","","","","","housing","","","","1","","","1","2","5","3","4","1","2","4","1","2","3","1","7","6","5","9","3","8","4","2","1","9","8","6","7","4","2","3","5","5","1","7","4","6","3","2","1","2","Democrat","I did not vote","I will not vote","man","Middle Class","","Hispanic, Latino, or Spanish origin","","","","","","","$60,001-$80,000","GED"
"NG511oa","0","100","237","1","1","1","1","7","1","1","7","7","1","5","6","7","1","1","1","4","7","1","7","5","6","7","7","7","7","4","4","1","-2","-2","2","1","3","1","1","7","1","4","5","3","1","2","","47","","","","","climate","","","1","","","","1","2","5","3","1","4","2","3","1","4","2","1","8","6","9","2","5","4","7","3","1","9","5","4","7","8","6","2","3","4","1","7","2","6","5","3","2","1","Republican","Donald Trump","I will not vote","man","Middle Class","White","","","","","","","","$80,001-$100,000","4yearColl"
"JW009xm","0","100","210","1","1","5","5","4","4","4","6","6","3","4","6","5","4","4","4","3","4","4","4","5","6","6","6","6","5","6","4","6","2","0","2","1","5","2","5","5","5","5","4","1","3","2","","46","","","","","minwage","1","","","","","","1","2","3","5","1","4","2","2","1","4","3","1","2","7","3","6","4","8","5","9","1","5","2","8","6","9","3","4","7","6","1","5","3","2","7","4","2","1","Republican","Donald Trump","Donald Trump","man","Upper Middle Class","","","","Asian","","","","","$100,001-$120,000","PHD"
"UZ773vw","0","100","145","1","1","5","6","2","2","1","7","7","1","1","7","7","5","6","3","5","3","6","3","5","7","7","6","5","7","7","6","6","2","1","2","1","1","5","6","5","5","4","5","2","1","3","","33","","","","","climate","","","1","","","","2","1","1","5","3","2","4","2","1","4","3","1","7","4","8","6","9","3","2","5","1","6","3","4","8","5","7","9","2","3","1","7","6","4","2","5","2","1","Democrat","Joe Biden","Joe Biden","woman","Working Class","White","","","","","","","","$40,001-$60,000","GED"
"FG636hy","0","100","264","1","1","5","5","3","7","7","1","1","7","7","1","1","4","4","4","6","5","5","5","5","6","6","6","6","7","6","6","4","0","-1","2","1","2","1","1","1","1","3","1","2","4","5","","36","","","","None","climate","","","1","","","","1","2","2","4","5","3","1","4","1","3","2","1","7","6","2","9","4","3","8","5","1","9","4","3","2","8","5","7","6","6","1","2","5","7","3","4","1","2","Independent","Donald Trump","Donald Trump","man","Working Class","White","","","","","","","","$20,001-$40,000","GED"
"CP369bx","0","100","236","1","1","6","3","2","5","2","6","5","3","3","5","7","3","3","2","4","5","3","5","5","5","6","4","6","6","5","5","3","1","-2","2","1","5","3","","5","5","4","1","3","5","2","","32","","","","","minwage","1","","","","","","1","2","1","2","3","4","5","2","1","4","3","1","7","3","2","9","5","4","8","6","1","9","2","3","7","4","6","5","8","3","1","5","7","6","4","2","2","1","Republican","Joe Biden","Jill Stein","woman","Lower Middle Class","White","","","","","","","","$60,001-$80,000","2yearColl"
"BV276ul","0","100","272","1","1","7","7","1","1","1","7","7","7","1","7","7","3","7","5","3","4","5","3","5","7","7","7","7","7","7","7","6","2","0","1","2","3","4","2","2","3","4","2","1","5","3","","41","","","","","minwage","1","","","","","","1","2","3","2","5","1","4","4","1","3","2","1","8","5","6","2","4","7","9","3","1","4","7","5","9","8","6","3","2","4","1","3","2","6","7","5","2","1","Independent","I did not vote","I will not vote","man","Working Class","White","Hispanic, Latino, or Spanish origin","","","","","","","$20,001-$40,000","4yearColl"
"JA133dh","0","100","173","1","1","4","4","4","1","1","7","7","1","1","7","7","4","4","4","4","4","4","4","5","7","7","7","7","7","7","5","6","0","0","2","1","1","4","4","1","2","2","5","3","1","4","","41","","","","","weed","","","","","","1","1","2","1","3","5","4","2","3","1","4","2","1","5","2","7","3","6","9","4","8","1","8","9","2","6","3","5","7","4","6","1","4","7","3","5","2","1","2","Democrat","Joe Biden","Robert F. Kennedy Jr.","woman","Lower Middle Class","White","","","","","","","","$20,001-$40,000","4yearColl"
"DU364ba","0","100","275","1","1","6","5","2","2","2","6","7","4","4","4","4","2","3","4","3","4","2","5","5","5","6","5","5","4","5","5","7","3","0","2","1","1","6","6","1","5","5","4","2","3","1","","42","","","","","health","","","","","1","","2","1","4","3","1","2","5","2","1","4","3","1","8","2","3","9","4","6","5","7","1","5","3","4","7","8","6","9","2","3","1","5","4","2","7","6","1","2","Democrat","I did not vote","I will not vote","man","Lower Middle Class","White","","","","","","","","$40,001-$60,000","4yearColl"
"UP800wb","0","100","179","1","1","5","4","3","3","4","6","6","2","3","5","6","2","3","1","2","6","3","6","5","6","6","6","6","6","6","6","7","3","3","2","1","3","1","1","2","1","5","1","4","2","3","","32","","","","","debt","","1","","","","","1","2","1","4","2","3","5","3","1","2","4","1","3","7","2","6","5","8","9","4","1","7","5","8","2","9","6","3","4","3","1","4","7","6","2","5","2","1","Independent","Donald Trump","Robert F. Kennedy Jr.","man","Middle Class","White","","","","","","","","$120,001-$140,000","4yearColl"
"XL782lj","0","100","155","1","1","6","4","3","2","2","7","7","6","3","7","6","1","2","2","2","6","3","5","5","7","7","7","7","7","6","6","7","2","1","2","1","4","5","6","4","5","4","2","5","1","3","","35","","","","","weed","","","","","","1","2","1","5","3","1","4","2","4","1","3","2","1","3","9","7","8","2","4","5","6","1","5","9","4","6","3","8","7","2","3","1","4","6","5","7","2","1","2","Democrat","Joe Biden","Joe Biden","woman","Working Class","White","","","","","","","","$40,001-$60,000","2yearColl"
"XO697as","0","100","250","1","1","6","6","2","4","1","7","7","4","4","4","4","5","5","4","3","3","5","5","5","5","6","6","6","6","7","5","2","-2","3","2","1","5","1","1","1","1","3","5","1","4","2","","43","","","","","climate","","","1","","","","2","1","3","4","1","5","2","3","1","4","2","1","8","2","5","4","6","3","9","7","1","9","2","6","7","4","8","3","5","6","1","5","2","4","3","7","2","1","Republican","Donald Trump","Donald Trump","woman","Upper Middle Class","White","","","","","","","","$100,001-$120,000","MA"
"DI358zh","0","100","231","1","1","1","1","6","5","1","6","5","3","4","4","7","1","5","1","4","6","6","7","5","7","7","7","6","6","7","1","1","1","0","1","2","7","1","1","5","1","2","5","3","4","1","","51","","","","","debt","","1","","","","","1","2","3","2","5","4","1","4","1","2","3","1","4","5","7","3","2","6","8","9","1","4","9","6","3","7","8","2","5","7","1","5","4","6","3","2","1","2","Republican","Donald Trump","Donald Trump","man","Working Class","White","","","","","","","","$20,001-$40,000","GED"
"DB546ev","0","100","261","1","1","6","5","2","3","2","7","6","2","1","6","7","2","2","2","3","6","2","6","5","7","5","7","7","7","6","6","2","-2","0","2","1","5","1","1","1","1","3","1","4","2","5","","32","","","","","health","","","","","1","","2","1","3","4","5","1","2","4","1","3","2","1","4","8","5","3","6","9","7","2","1","4","6","8","7","5","2","9","3","6","1","5","3","4","2","7","1","2","Republican","Donald Trump","Donald Trump","man","Working Class","White","","","","","","","","$20,001-$40,000","GED"
