"PID","zs_class","SDO","zsm","lnktfate","soli","support","impact","impact_uc","impact_wc","zs_class_1","zs_class_2","zs_class_3R","SDO_1","SDO_2","SDO_3R","SDO_4R","SDO_5","SDO_6","SDO_7R","SDO_8R","zsm_1","zsm_2","zsm_3","zsm_4","zsm_5R","zsm_6","zsm_7R","soli_1","soli_2","soli_3","soli_4","soli_5","soli_6","ideo_con","ideo_lib","ideo_demsoc","ideo_lbrtn","ideo_prog","party_id","vote_2020","vote_2024","policy","blockorder","soli_first","att_1","age","gender","race","edu","income","class","feedback"
"GP257pg",6.66666666666667,2.75,4.28571428571429,4,5.5,3,0,2,-2,7,6,7,4,5,1,1,4,3,3,1,5,5,4,4,3,5,4,5,7,6,4,5,6,5,2,4,3,5,"Democrat","Joe Biden","Donald Trump","climate","policy_first",0,1,25,"man","Black or African American","4yearColl","$80,001-$100,000","Middle Class",NA
"GL993ya",3.66666666666667,2.625,1.85714285714286,6,6,5,2,0,2,4,3,4,5,1,3,1,3,3,2,3,1,2,1,2,3,2,2,6,6,6,6,7,5,6,2,1,4,1,"Republican","Donald Trump","Donald Trump","minwage","wordlviews_first",0,1,38,"woman","White","4yearColl","$80,001-$100,000","Middle Class",NA
"SB802uc",3.33333333333333,3.625,2.28571428571429,7,4.66666666666667,2,-1,-2,1,4,2,4,3,3,2,4,6,3,4,4,2,2,2,4,2,2,2,6,6,3,4,4,5,2,3,2,4,4,"Independent","I did not vote","Robert F. Kennedy Jr.","housing","policy_first",0,1,51,"man","White","4yearColl","$60,001-$80,000","Working Class","Thanks!"
"TA555dp",7,1,3.14285714285714,7,7,7,1,-1,2,7,7,7,1,1,1,1,1,1,1,1,2,2,2,2,6,2,6,7,7,7,7,7,7,1,NA,6,NA,NA,"Democrat","Joe Biden","Joe Biden","climate","policy_first",1,1,24,"woman","Asian","4yearColl","$40,001-$60,000","Working Class",NA
"IL087wp",5.33333333333333,1.5,4.42857142857143,6,5.83333333333333,6,1,-1,2,6,5,5,2,2,1,1,2,2,1,1,6,6,4,3,4,4,4,6,6,6,6,5,6,3,3,4,3,4,"Independent","I did not vote","Joe Biden","climate","policy_first",0,1,20,"woman","White","GED","$0-$20,000","Working Class",NA
"AD796bb",1,4.25,2,6,5.5,1,-6,-3,-3,1,1,1,2,4,2,2,6,6,6,6,2,2,2,2,2,2,2,5,6,6,6,4,6,5,1,1,1,1,"Republican","Donald Trump","Donald Trump","housing","wordlviews_first",0,1,57,"woman","White","GED","$180,001-$200,000","Middle Class",NA
"BJ367kx",4.66666666666667,2.375,2.28571428571429,6,7,7,3,0,3,5,4,5,2,2,2,2,4,4,2,1,2,2,2,3,3,2,2,7,7,7,7,7,7,1,4,2,3,5,"Democrat","Joe Biden","Other","minwage","policy_first",1,1,41,"woman","White","GED","$140,001-$160,000","Middle Class",NA
"CN373sg",4.66666666666667,2.5,3,6,5.66666666666667,5,1,-1,2,5,4,5,3,1,1,3,6,3,2,1,3,2,2,4,6,2,2,6,6,4,6,6,6,4,4,3,3,3,"Independent","I did not vote","Joe Biden","health","wordlviews_first",0,1,19,"man","White","GED","$180,001-$200,000","Upper Middle Class",NA
"OU742yk",6,3,2.42857142857143,6,5.16666666666667,2,-1,-2,1,7,5,6,1,1,7,2,7,2,2,2,2,2,2,5,2,2,2,5,6,6,2,6,6,2,5,2,5,4,"Democrat","Joe Biden","Joe Biden","housing","wordlviews_first",0,1,39,"woman","White","MA","$0-$20,000","Working Class",NA
"AJ663rx",5.66666666666667,2.125,2.85714285714286,7,7,7,2,0,2,6,5,6,2,2,2,2,5,1,2,1,3,3,1,5,3,3,2,7,7,7,7,7,7,1,3,6,1,7,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",0,1,43,"woman","Hispanic, Latino, or Spanish origin","4yearColl","$40,001-$60,000","Lower Middle Class",NA
"WB450tx",5.66666666666667,1.125,2.42857142857143,5,6.16666666666667,6,1,-1,2,6,5,6,2,1,1,1,1,1,1,1,2,2,2,3,3,2,3,6,6,6,6,6,7,1,6,6,1,5,"Democrat","Joe Biden","Joe Biden","weed","policy_first",0,1,60,"woman","White","4yearColl","$80,001-$100,000","Middle Class",NA
"VF602iw",4.66666666666667,3.625,3.57142857142857,5,4.66666666666667,6,2,2,0,5,4,5,5,5,2,2,7,3,2,3,3,4,5,3,3,5,2,3,5,6,6,5,3,3,6,5,1,3,"Democrat","Joe Biden","Robert F. Kennedy Jr.","health","wordlviews_first",0,1,31,"man","Asian","MA","$100,001-$120,000","Middle Class",NA
"HQ385vi",5.66666666666667,2,3.57142857142857,7,5.66666666666667,5,-1,-2,1,6,6,5,5,2,2,1,2,2,1,1,2,3,5,3,5,2,5,6,6,6,7,6,3,6,3,2,NA,4,"Republican","I did not vote","I will not vote","weed","wordlviews_first",0,1,39,"woman","White","PHD","$120,001-$140,000","Middle Class",NA
"LP842zh",3.66666666666667,1.625,2.14285714285714,6,4.83333333333333,5,3,0,3,4,3,4,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,4,5,5,5,5,5,4,3,3,2,3,"Republican","Joe Biden","Other","debt","policy_first",0,1,48,"man","White","4yearColl","$100,001-$120,000","Middle Class",NA
"TJ636fe",6.66666666666667,1.875,2,6,7,7,2,-1,3,7,6,7,2,1,1,7,1,1,1,1,2,3,2,4,1,1,1,7,7,7,7,7,7,1,5,7,1,7,"Democrat","Joe Biden","Joe Biden","minwage","wordlviews_first",0,1,27,"woman","White","MA","$180,001-$200,000","Middle Class",NA
"QQ962er",3,2.875,2,5,6.16666666666667,7,3,0,3,3,3,3,3,2,2,4,5,2,3,2,1,1,4,5,1,1,1,6,7,6,7,4,7,7,2,1,2,2,"Republican","Donald Trump","Donald Trump","minwage","policy_first",0,1,43,"man","White","4yearColl","$60,001-$80,000","Middle Class","I always thought working class and middle class were the same thing."
"ZD264gu",4.33333333333333,1.375,3.42857142857143,3,4.83333333333333,7,5,2,3,4,4,5,2,1,1,1,2,2,1,1,5,3,2,3,3,3,5,5,5,5,5,5,4,3,5,4,2,3,"Democrat","Joe Biden","Joe Biden","weed","policy_first",0,1,54,"man","White","GED","$60,001-$80,000","Middle Class",NA
"PV552cq",6,1,3.57142857142857,5,6.66666666666667,7,4,1,3,6,6,6,1,1,1,1,1,1,1,1,3,5,1,3,5,5,3,6,7,6,7,7,7,2,3,5,3,4,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",1,1,26,"woman","White","MA","$140,001-$160,000","Upper Middle Class","Great survey, very introspective."
"CW336eq",5.33333333333333,1.625,2.57142857142857,7,6.5,6,3,0,3,5,5,6,1,1,1,1,6,1,1,1,2,2,2,2,5,2,3,6,6,6,7,7,7,2,6,NA,NA,NA,"Democrat","Joe Biden","Joe Biden","health","policy_first",0,1,60,"woman","White","4yearColl","$160,001-$180,000","Upper Middle Class",NA
"UQ721xm",5.66666666666667,3.5,3,7,5.66666666666667,4,1,2,-1,6,5,6,5,7,2,1,6,3,2,2,1,5,2,6,5,1,1,4,7,7,4,7,5,5,6,4,4,7,"Republican","Donald Trump","Donald Trump","health","policy_first",0,1,23,"man","White","2yearColl","$80,001-$100,000","Middle Class",NA
"HX628ww",4,3.625,2.57142857142857,2,5.66666666666667,1,0,2,-2,4,4,4,4,2,2,2,5,6,4,4,2,2,2,4,4,2,2,4,6,6,6,6,6,7,1,1,1,1,"Republican","Donald Trump","Donald Trump","health","policy_first",1,1,57,"woman","White","GED","$0-$20,000","Lower Class",NA
"DE908xt",6,1.5,2.42857142857143,5,6.16666666666667,6,2,0,2,6,6,6,1,1,2,2,1,1,2,2,2,2,3,4,2,2,2,5,6,6,7,6,7,1,5,5,1,6,"Democrat","Joe Biden","Joe Biden","minwage","policy_first",0,1,23,"man","Asian","MA","$80,001-$100,000","Middle Class","While I don't believe life to generally be a zero sum game, I find economics to be different, especially given the way our society is set up with regards to taxation and how many loopholes exist for the upper class to exploit (including large corporations, being headed by upper class individuals). Prosperity of the upper classes seems to come at the expense of lower classes (see large corporations like Amazon or Walmart mistreating workers with borderline fulltime work or dead peasant policies)."
"TS119ey",5.66666666666667,2.125,3.28571428571429,6,6.16666666666667,6,3,1,2,7,5,5,4,4,2,1,1,2,1,2,4,3,3,6,2,3,2,4,7,6,7,6,7,2,5,4,5,6,"Democrat","I did not vote","Joe Biden","minwage","wordlviews_first",0,1,24,"man","Black or African American","2yearColl","$40,001-$60,000","Lower Middle Class",NA
"RW485lo",4.66666666666667,3.25,3.57142857142857,5,6,6,2,0,2,6,6,2,4,4,3,3,4,4,2,2,3,3,4,4,3,3,5,6,6,6,6,6,6,2,5,5,3,5,"Democrat","I did not vote","I will not vote","weed","policy_first",1,1,25,"man","Asian","4yearColl","$40,001-$60,000","Working Class",NA
"KQ983dy",4,2.625,3,4,5.33333333333333,6,5,2,3,4,4,4,4,1,2,2,4,4,2,2,2,4,2,4,4,2,3,5,5,5,6,5,6,2,5,2,NA,4,"Democrat","Joe Biden","Joe Biden","housing","wordlviews_first",0,1,49,"woman","American Indian or Alaska Native","MA","$180,001-$200,000","Middle Class",NA
"QR627pq",5.33333333333333,1.75,2.85714285714286,6,6.33333333333333,3,-2,-1,-1,6,5,5,1,1,1,2,3,3,2,1,2,3,5,5,3,1,1,6,7,6,6,7,6,4,1,2,2,NA,"Republican","Joe Biden","I will not vote","housing","policy_first",0,1,26,"man","Hispanic, Latino, or Spanish origin","MA","$40,001-$60,000","Lower Middle Class",NA
"DJ176yn",4,4.125,4.57142857142857,5,4.5,5,0,0,0,4,4,4,5,5,4,4,4,4,4,3,5,5,4,5,4,5,4,5,5,4,5,4,4,4,2,2,3,3,"Republican","Donald Trump","Donald Trump","climate","wordlviews_first",0,1,26,"woman","White","4yearColl","$140,001-$160,000","Upper Middle Class",NA
"SI107nn",6.33333333333333,1.125,1.57142857142857,5,7,6,0,-1,1,7,6,6,1,1,1,1,2,1,1,1,1,1,1,4,2,1,1,7,7,7,7,7,7,2,7,3,1,7,"Democrat","Joe Biden","Joe Biden","climate","policy_first",1,1,40,"man","White","2yearColl","$60,001-$80,000","Lower Middle Class",NA
"DK083wo",7,1.5,5.42857142857143,7,6.16666666666667,5,0,-2,2,7,7,7,2,2,2,1,2,1,1,1,5,7,6,7,3,7,3,5,6,5,7,7,7,1,3,NA,2,1,"Democrat","I did not vote","I will not vote","climate","policy_first",0,1,21,"woman","multiracial","GED","$20,001-$40,000","Working Class",NA
"WK728gh",1,3.625,1,6,4.83333333333333,5,1,-2,3,1,1,1,7,1,7,1,7,4,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,2,6,1,5,5,"Democrat","Joe Biden","Joe Biden","health","policy_first",0,1,55,"woman","White","PHD","Over $200,000","Upper Middle Class",NA
"FO013cm",5.33333333333333,3.625,4,6,6,4,0,-2,2,5,6,5,6,6,4,2,4,4,2,1,4,5,4,6,3,4,2,5,6,5,7,6,7,4,6,NA,5,5,"Republican","Donald Trump","Donald Trump","health","wordlviews_first",0,1,28,"woman","White","4yearColl","$60,001-$80,000","Lower Middle Class",NA
"XD573sh",5,3,4.28571428571429,7,5.66666666666667,5,2,0,2,5,5,5,3,3,2,3,6,3,2,2,4,5,3,5,4,5,4,4,6,6,6,6,6,1,6,6,NA,5,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,33,"man","White","4yearColl","$140,001-$160,000","Middle Class","No comments"
"QT979um",5,1.75,3,7,6.5,7,6,3,3,6,5,4,1,1,1,1,3,4,2,1,3,3,3,3,3,3,3,6,7,7,7,7,5,2,5,NA,NA,NA,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,32,"woman","White","GED","$0-$20,000","Working Class",NA
"UU313hz",1,1,1.42857142857143,7,7,7,3,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,7,7,7,7,7,7,1,7,4,2,7,"Democrat","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,42,"woman","Black or African American","4yearColl","$60,001-$80,000","Middle Class",NA
"WI110jo",4.33333333333333,4,3.57142857142857,5,5,6,1,0,1,4,4,5,5,6,3,4,4,4,3,3,3,3,4,5,4,3,3,4,5,5,5,6,5,3,4,3,3,NA,"Independent","I did not vote","I will not vote","weed","policy_first",0,1,30,"woman","multiracial","4yearColl","$20,001-$40,000","Middle Class",NA
"YE536bt",1.66666666666667,1,2,5,6.5,2,-1,-2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,7,7,7,6,6,6,7,1,2,NA,2,"Republican","I did not vote","I will not vote","health","policy_first",0,1,61,"man","White","GED","$0-$20,000","Working Class","ty"
"HY968xi",6,1,4.85714285714286,6,6,6,1,-1,2,6,6,6,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,6,6,6,6,6,6,5,3,3,NA,2,"Democrat","Joe Biden","I will not vote","housing","wordlviews_first",0,1,34,"woman","White","GED","$80,001-$100,000","Middle Class",NA
"BC527hq",4,2.5,2.57142857142857,6,6.33333333333333,7,2,0,2,4,4,4,4,1,1,1,4,4,4,1,3,3,2,3,2,3,2,6,7,7,4,7,7,4,4,5,5,5,"Independent","Joe Biden","Joe Biden","debt","wordlviews_first",0,1,38,"man","Black or African American","4yearColl","$100,001-$120,000","Upper Middle Class",NA
"GV724lz",4.33333333333333,1.5,3.28571428571429,5,5.66666666666667,5,2,0,2,5,4,4,1,1,2,2,1,1,2,2,2,3,3,5,2,3,5,6,6,5,6,5,6,3,2,2,2,2,"Republican","Donald Trump","Donald Trump","debt","policy_first",0,1,33,"man","Black or African American","PHD","$180,001-$200,000","Middle Class","nil"
"TD847uj",4,1,2.28571428571429,6,6,7,4,1,3,4,4,4,1,1,1,1,1,1,1,1,2,2,2,4,2,2,2,6,6,6,6,6,6,2,6,6,NA,6,"Democrat","Joe Biden","Joe Biden","weed","policy_first",1,1,21,"man","Hispanic, Latino, or Spanish origin","2yearColl","$60,001-$80,000","Middle Class",NA
"FN391dp",3,2.25,2.85714285714286,5,5.83333333333333,2,0,-2,2,3,3,3,3,3,1,2,2,2,3,2,2,2,3,5,2,3,3,6,6,6,6,6,5,4,1,2,2,1,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,40,"woman","Asian","MA","$80,001-$100,000","Middle Class",NA
"MX151xi",6,1.875,2.14285714285714,6,6.16666666666667,7,1,-1,2,6,6,6,1,1,2,1,4,2,2,2,1,2,2,4,2,2,2,6,6,7,6,6,6,1,2,5,1,6,"Independent","Joe Biden","Joe Biden","climate","wordlviews_first",0,1,47,"man","White","GED","$140,001-$160,000","Upper Middle Class",NA
"EU154py",6,1.375,2.85714285714286,6,5.83333333333333,7,2,0,2,7,5,6,2,1,1,2,2,1,1,1,3,3,2,3,5,1,3,5,6,5,6,7,6,2,6,6,2,5,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,40,"woman","White","4yearColl","$20,001-$40,000","Lower Middle Class",NA
"JH774lf",6.33333333333333,2,3.28571428571429,2,4.83333333333333,5,4,1,3,6,6,7,1,1,1,2,6,1,3,1,4,3,2,5,6,1,2,2,7,3,7,4,6,2,6,4,5,7,"Independent","Joe Biden","Joe Biden","health","wordlviews_first",0,1,62,"man","multiracial","MA","$80,001-$100,000","Middle Class",NA
"MQ768hr",3,2.875,2.57142857142857,6,5.5,5,1,0,1,3,3,3,5,1,2,1,4,5,3,2,2,3,3,3,3,2,2,5,6,5,6,5,6,3,2,1,4,2,"Independent","I did not vote","Other","minwage","policy_first",1,1,30,"woman","White","4yearColl","$100,001-$120,000","Middle Class",NA
"OG743co",6,1,2,7,7,7,3,0,3,7,4,7,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,7,7,7,7,7,7,1,6,7,5,7,"Independent","Joe Biden","Jill Stein","minwage","policy_first",0,1,34,"woman","White","GED","$0-$20,000","Lower Class",NA
"WH526yt",4.33333333333333,2.125,2.14285714285714,7,6.66666666666667,6,3,0,3,5,4,4,4,1,1,1,6,1,2,1,2,2,1,3,3,2,2,7,7,7,7,7,5,6,1,2,6,2,"Independent","Third-party candidate","Jill Stein","health","wordlviews_first",0,1,50,"woman","White","4yearColl","$40,001-$60,000","Lower Middle Class",NA
"QJ903wi",7,1,1.85714285714286,7,7,7,6,3,3,7,7,7,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,7,7,7,7,7,7,1,7,6,4,7,"Democrat","Joe Biden","Joe Biden","weed","wordlviews_first",0,1,32,"woman","White","GED","$0-$20,000","Lower Class",NA
"ZG375xm",2,6,2.28571428571429,2,2.16666666666667,1,0,-2,2,2,2,2,6,6,4,4,7,7,7,7,2,2,2,4,2,2,2,2,2,2,3,2,2,3,1,1,1,3,"Republican","Donald Trump","Other","climate","wordlviews_first",1,1,60,"man","White","4yearColl","$80,001-$100,000","Upper Middle Class",NA
"HS106ee",5,1,2,6,6,6,2,1,1,5,4,6,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,1,5,5,4,4,"Democrat","Joe Biden","Joe Biden","debt","policy_first",0,1,29,"man","White","4yearColl","$180,001-$200,000","Middle Class",NA
"PU868nl",1.33333333333333,4.625,3.42857142857143,7,6,6,3,0,3,1,1,2,6,4,3,2,6,7,6,3,1,1,3,5,1,6,7,7,7,6,6,3,7,5,2,2,2,2,"Republican","Donald Trump","Donald Trump","minwage","policy_first",0,1,41,"woman","White","2yearColl","$40,001-$60,000","Working Class",NA
"XT671lo",6,2,2.85714285714286,6,5.83333333333333,6,3,0,3,7,6,5,1,2,1,6,2,1,2,1,2,4,2,5,2,2,3,5,6,6,6,6,6,1,4,4,NA,NA,"Democrat","I did not vote","I will not vote","debt","policy_first",1,1,44,"woman","Asian","4yearColl","$60,001-$80,000","Lower Middle Class",NA
"WX265ew",3.66666666666667,2,1.85714285714286,5,6.33333333333333,6,2,-1,3,4,3,4,2,1,3,2,4,2,1,1,2,2,2,2,2,1,2,6,7,6,7,6,6,2,7,5,4,4,"Democrat","Joe Biden","Joe Biden","health","policy_first",1,1,30,"man","White","MA","$20,001-$40,000","Lower Middle Class",NA
"IC491su",6,1.875,4.85714285714286,4,5.5,4,0,-1,1,6,6,6,2,1,2,1,4,2,2,1,4,5,7,5,5,4,4,5,6,5,6,6,5,3,3,2,3,4,"Independent","I did not vote","I will not vote","housing","policy_first",0,1,36,"man","multiracial","PHD","$40,001-$60,000","Lower Middle Class",NA
"EZ488pg",5,2.375,2.71428571428571,7,5.16666666666667,5,2,0,2,5,5,5,3,3,3,1,3,3,2,1,3,3,3,3,2,3,2,5,6,5,5,6,4,1,4,4,5,NA,"Democrat","I did not vote","I will not vote","housing","policy_first",0,1,33,"woman","White","GED","$20,001-$40,000","Working Class",NA
"QA021ke",5,2.375,3.14285714285714,4,6,7,2,0,2,5,5,5,4,4,1,4,2,2,1,1,3,3,3,3,3,4,3,6,6,6,6,6,6,1,5,5,2,6,"Democrat","Joe Biden","Joe Biden","climate","wordlviews_first",0,1,38,"man","White","MA","Over $200,000","Upper Middle Class",NA
"PD042ot",5.33333333333333,1.625,3.85714285714286,5,6.83333333333333,7,3,0,3,5,6,5,3,1,1,1,2,2,2,1,4,4,4,3,4,5,3,6,7,7,7,7,7,1,6,5,3,6,"Democrat","Joe Biden","Joe Biden","housing","policy_first",1,1,37,"woman","White","2yearColl","$180,001-$200,000","Upper Middle Class",NA
"YR282ll",5,6.875,1,6,5.83333333333333,3,-3,-2,-1,5,5,5,7,7,7,7,7,7,7,6,1,1,1,1,1,1,1,6,6,6,6,6,5,6,1,1,3,1,"Republican","Donald Trump","Donald Trump","climate","policy_first",0,1,33,"man","White","4yearColl","$140,001-$160,000","Middle Class",NA
"DE842vh",1,3.625,1,7,7,7,3,0,3,1,1,1,2,4,1,4,4,6,4,4,1,1,1,1,1,1,1,7,7,7,7,7,7,4,4,4,4,4,"Republican","I did not vote","Donald Trump","minwage","policy_first",0,1,50,"woman","White","GED",NA,"Lower Class",NA
"MP378fy",4.33333333333333,2.875,4.28571428571429,5,5,4,0,1,-1,4,5,4,3,3,2,4,2,3,3,3,5,5,3,4,4,4,5,5,5,5,5,4,6,2,6,6,4,NA,"Democrat","Joe Biden","Joe Biden","housing","policy_first",0,1,26,"man","Asian","MA","$20,001-$40,000","Middle Class",NA
"LQ554bk",7,1.375,3.28571428571429,6,6.83333333333333,6,1,-1,2,7,7,7,1,1,1,1,2,2,2,1,3,3,2,6,3,3,3,6,7,7,7,7,7,1,5,7,1,7,"Democrat","I did not vote","Joe Biden","climate","wordlviews_first",1,1,27,"woman","White","GED","$40,001-$60,000","Working Class",NA
"KN780sd",7,1.75,4.14285714285714,7,6.66666666666667,5,1,0,1,7,7,7,1,1,7,1,1,1,1,1,3,5,4,4,3,7,3,5,7,7,7,7,7,1,2,1,1,3,"Independent","Joe Biden","Other","minwage","policy_first",0,1,31,"woman","Black or African American","GED","$20,001-$40,000","Lower Class",NA
"OV514lz",7,1.75,4.28571428571429,6,6,7,0,-1,1,7,7,7,2,1,2,1,2,2,2,2,5,5,3,4,5,5,3,4,7,7,6,7,5,2,3,4,3,3,"Independent","Joe Biden","Joe Biden","minwage","wordlviews_first",0,1,45,"man","White","4yearColl","$60,001-$80,000","Working Class",NA
"SU546po",5.66666666666667,1.375,2.57142857142857,6,7,7,4,1,3,6,5,6,1,1,1,1,1,4,1,1,2,3,1,2,5,3,2,7,7,7,7,7,7,1,6,7,5,7,"Democrat","Joe Biden","Joe Biden","housing","policy_first",0,1,55,"woman","White","2yearColl","$80,001-$100,000","Middle Class","thanks for the opportunity!"
"UT707xc",5.66666666666667,2.375,3.42857142857143,6,5.5,5,0,-2,2,7,5,5,2,2,5,2,2,1,2,3,4,4,3,3,2,4,4,3,6,5,6,6,7,4,4,NA,NA,NA,"Independent","I did not vote","I will not vote","climate","policy_first",0,1,22,NA,"multiracial","2yearColl","$40,001-$60,000","Middle Class",NA
"TR307db",3.33333333333333,3.75,2.14285714285714,5,5.16666666666667,5,1,0,1,3,4,3,6,5,1,3,5,4,3,3,2,2,2,3,2,2,2,5,5,5,5,6,5,4,4,1,4,4,"Independent","Joe Biden","I will not vote","housing","wordlviews_first",0,1,38,"man","White","MA",NA,"Middle Class",NA
"AJ616vc",1,6,1,1,1,1,-6,-3,-3,1,1,1,4,6,4,6,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,"Democrat","Joe Biden","Donald Trump","health","policy_first",0,1,24,"woman","White","GED","$100,001-$120,000","Upper Class",NA
"OE351nd",5.66666666666667,3.875,4.28571428571429,6,6,7,4,1,3,6,6,5,6,5,3,3,5,4,3,2,5,6,4,5,3,5,2,5,6,7,6,6,6,5,1,2,3,1,"Republican","Donald Trump","Donald Trump","minwage","policy_first",0,1,49,"man","White","GED","$0-$20,000","Lower Class",NA
"UP399rf",5,3.375,4.14285714285714,6,5.5,4,0,0,0,5,6,4,4,4,5,2,6,2,2,2,3,6,3,6,4,4,3,6,5,6,6,5,5,4,2,NA,2,NA,"Democrat","Joe Biden","Robert F. Kennedy Jr.","weed","wordlviews_first",0,1,26,"man","Black or African American","4yearColl","$120,001-$140,000","Upper Middle Class",NA
"GV806yl",6,3.125,5.14285714285714,6,6,6,1,-1,2,6,6,6,3,3,3,3,4,3,3,3,5,6,4,5,5,5,6,6,6,6,6,6,6,3,4,1,1,2,"Independent","Joe Biden","Donald Trump","minwage","policy_first",0,1,39,"woman","White","4yearColl","$80,001-$100,000","Upper Middle Class",NA
"WL427sb",3,1.125,1.57142857142857,7,6.66666666666667,6,1,-1,2,3,2,4,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,7,7,6,7,7,6,4,4,5,5,6,"Democrat","I did not vote","Jill Stein","climate","wordlviews_first",1,1,28,"woman","White","4yearColl","$140,001-$160,000","Working Class",NA
"MX538tj",2.33333333333333,3,3.57142857142857,6,6.16666666666667,6,2,-1,3,2,3,2,6,3,3,2,4,3,2,1,3,6,3,5,3,3,2,6,7,6,6,6,6,6,2,4,3,5,"Republican","Donald Trump","Donald Trump","climate","wordlviews_first",0,1,25,"woman","Black or African American","4yearColl","$80,001-$100,000","Working Class",NA
"SH241dp",5.33333333333333,1.5,4.28571428571429,7,6.66666666666667,7,3,0,3,5,6,5,2,1,2,1,2,1,2,1,4,4,5,2,5,5,5,7,7,7,7,6,6,1,3,1,6,4,"Independent","I did not vote","Robert F. Kennedy Jr.","weed","wordlviews_first",0,1,36,"woman","White","GED","$20,001-$40,000","Working Class",NA
"JR924se",3,2,2.57142857142857,4,7,4,1,0,1,3,3,3,4,4,1,1,1,3,1,1,2,3,3,4,2,2,2,7,7,7,7,7,7,1,1,1,1,1,"Democrat","Donald Trump","Donald Trump","health","wordlviews_first",0,1,72,"man","White","GED","$40,001-$60,000","Middle Class",NA
"YL213zi",5,1.875,2.28571428571429,7,6.5,7,3,0,3,5,4,6,2,1,2,2,2,2,2,2,2,2,3,4,2,2,1,7,7,6,7,6,6,1,6,6,NA,7,"Democrat","Joe Biden","Other","debt","policy_first",0,1,24,"woman","White","GED","$20,001-$40,000","Working Class",NA
"MP653hj",4.66666666666667,2.25,4,5,6,5,1,0,1,6,5,3,3,2,3,2,2,2,2,2,3,5,3,5,4,4,4,6,6,6,6,6,6,3,5,4,2,2,"Democrat","Joe Biden","I will not vote","weed","wordlviews_first",1,1,39,"man","Black or African American","4yearColl","$60,001-$80,000","Middle Class","Thanks"
"ME043gx",5.66666666666667,2.25,4.28571428571429,5,6.5,5,1,0,1,6,5,6,4,3,1,2,2,2,2,2,5,5,2,3,5,5,5,6,6,6,7,7,7,4,4,3,4,7,"Republican","Joe Biden","Robert F. Kennedy Jr.","minwage","policy_first",0,1,45,"woman","Asian","4yearColl","$100,001-$120,000","Middle Class",NA
"YV506ct",5,5.375,3,5,6,3,2,0,2,5,5,5,7,5,2,5,7,6,6,5,5,3,1,3,3,3,3,6,6,6,5,7,6,7,2,2,5,6,"Republican","Donald Trump","Donald Trump","minwage","policy_first",0,1,38,"woman","White","4yearColl","$140,001-$160,000","Middle Class",NA
"EZ096dh",4.33333333333333,3,3.57142857142857,6,5.66666666666667,6,3,0,3,5,4,4,4,5,2,2,3,4,3,1,2,4,4,5,2,2,6,6,6,6,6,6,4,2,5,5,3,5,"Democrat","Joe Biden","Joe Biden","health","wordlviews_first",0,1,34,"man","White","4yearColl","$60,001-$80,000","Lower Middle Class","n/a"
"FG336no",6.66666666666667,2.5,3.28571428571429,7,7,3,-1,-1,0,7,6,7,5,2,1,1,5,4,1,1,3,3,3,4,3,3,4,7,7,7,7,7,7,1,4,4,1,2,"Democrat","Joe Biden","Joe Biden","housing","wordlviews_first",0,1,52,"woman","White","2yearColl","$140,001-$160,000","Middle Class",NA
"NW013zx",7,1,5.71428571428571,6,6.5,4,3,3,0,7,7,7,1,1,1,1,1,1,1,1,7,7,1,5,7,6,7,6,7,6,6,7,7,1,6,7,1,7,"Democrat","Joe Biden","Joe Biden","minwage","wordlviews_first",0,1,60,"woman","White","4yearColl","$0-$20,000","Working Class","it takes a family of four $25 per hour 80 hrs a week to afford housing and utilities where I live, no clothes, no food, no healthcare. $15 per hour was 15 years ago"
"QA088bv",4.66666666666667,1.875,2.85714285714286,6,6.66666666666667,5,2,0,2,5,4,5,2,1,2,2,3,3,1,1,3,3,3,4,2,3,2,7,7,7,6,7,6,4,4,2,4,3,"Independent","Donald Trump","Donald Trump","weed","policy_first",0,1,32,"woman","White","GED","$60,001-$80,000","Lower Middle Class",NA
"TY494ob",7,2.5,6.14285714285714,7,7,7,3,0,3,7,7,7,4,5,4,1,1,1,3,1,7,7,4,4,7,7,7,7,7,7,7,7,7,2,6,4,4,6,"Democrat","Joe Biden","Donald Trump","debt","policy_first",0,1,57,"man","White","4yearColl","$40,001-$60,000","Middle Class",NA
